obs_id,station,mode,sub_mode,intent,notes,observer,reference,utc_start,obs_duration,loop_duration,loop_rest_interval,lst_start,start_channel,n_channel,start_frequency,obs_bandwidth,samples_per_frame,time_resolution,n_timesteps,tracking,source_name,right_ascension,declination,altitude,azimuth,obs_date,n_files,size_mb,qa
eb-t0001-20240801-00004,,antenna-bandpass, ,,,,,2024-08-01 08:40:11.818,,,,13.149,,,,,,,,,,,,,,,16,537.32,
eb-t0001-20240805-00003,,antenna-bandpass, ,,,,,2024-08-05 08:59:43.989,,,,13.738,,,,,,,,,,,,,,,16,1074.84,
eb-t0001-20240805-00004,,correlator,sweep,,,,,2024-08-05 12:53:19.000,1525.70981359482,,,17.642,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,816.97,
eb-t0001-20240805-00011,,antenna-bandpass, ,,,,,2024-08-05 18:23:20.590,,,,23.157,,,,,,,,,,,,,,,16,537.25,
eb-t0001-20240806-00001,,correlator,sweep,,,,,2024-08-06 04:22:32.000,1525.70981383324,,,9.171,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,813.81,
eb-t0001-20240806-00002,,channel-voltages,sweep,,,,,2024-08-06 07:11:28.003,,,,11.994,,,,,,,,,,,,,,,2,67.16,
eb-t0001-20240806-00003,,correlator,sweep,,,,,2024-08-06 13:57:08.000,388.15165448189,,,18.774,64,98,50.0,76.5625,,1.98180864,2,,,,,,,,98,207.96,
eb-t0001-20240807-00002,,antenna-bandpass, ,,,,,2024-08-07 09:38:43.898,1525.70981359481,,,14.521,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,18,4285.65,
eb-t0001-20240807-00002,,antenna-bandpass, ,,,,,2024-08-07 09:38:43.898,1525.70981359481,,,14.521,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,18,4285.65,
eb-t0001-20240807-00003,,antenna-bandpass, ,,,,,2024-08-07 16:40:23.198,,,,21.568,,,,,,,,,,,,,,,16,1074.91,
eb-t0001-20240807-00004,,antenna-bandpass, ,,,,,2024-08-07 16:56:27.314,,,,21.837,,,,,,,,,,,,,,,16,1074.91,
eb-t0001-20240808-00013,,antenna-bandpass, ,,,,,2024-08-08 04:21:05.276,,,,9.278,,,,,,,,,,,,,,,16,537.51,
eb-t0001-20240808-00015,,correlator,sweep,,,,,2024-08-08 06:18:32.000,1525.70981383323,,,11.241,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,815.91,
eb-t0001-20240808-00024,,channel-voltages,sweep,,,,,2024-08-08 11:15:29.000,,,,16.204,,,,,,,,,,,,,,,2,67.16,
eb-t0001-20240813-00002,,correlator,sweep,,,,,2024-08-13 05:02:33.003,1524.01084423065,,,10.3,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,816.97,
eb-t0001-20240813-00003,,beamformer,power,,,,,2024-08-13 06:56:06.959,18222.93324542046,,,12.198,,384,,,,0.28311552,610,,,,,,,,5,31.83,
eb-t0001-20240813-00004,,beamformer,power,,,,,2024-08-13 17:20:05.679,26.32974338531,,,22.626,,384,,,,0.28311552,94,,,,,,,,1,6.37,
eb-t0001-20240814-00001,,correlator,sweep,,,,,2024-08-14 03:38:16.000,1525.70981383324,,,8.957,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,816.97,
eb-t0001-20240814-00002,,correlator,sweep,,,,,2024-08-14 04:24:20.000,1525.70981383324,,,9.727,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,816.97,
eb-t0001-20240814-00003,,correlator,sweep,,,,,2024-08-14 06:09:15.000,13.58982157707,,,11.48,64,6,50.0,4.6875,,1.98180864,1,,,,,,,,6,6.42,
eb-t0001-20240814-00004,,correlator,sweep,,,,,2024-08-14 06:11:59.000,13.58982157707,,,11.526,64,6,50.0,4.6875,,1.98180864,1,,,,,,,,6,6.42,
eb-t0001-20240814-00005,,correlator,sweep,,,,,2024-08-14 06:17:25.000,764.69529604912,,,11.617,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240814-00006,,correlator,sweep,,,,,2024-08-14 06:59:19.000,764.69529604912,,,12.317,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240815-00001,,correlator,sweep,,,,,2024-08-15 04:03:53.000,764.69529604911,,,9.451,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240815-00002,,correlator,sweep,,,,,2024-08-15 12:43:25.000,1525.70981383324,,,18.133,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,816.97,
eb-t0001-20240816-00005,,adc-samples,synchronous,,,,,2024-08-16 04:18:03.425,5.12e-06,,,9.753,,,,,,1.25e-09,4096,,,,,,,,15,19.93,
eb-t0001-20240816-00008,,beamformer,power,,,,,2024-08-16 04:27:03.770,0.84934663773,,,9.904,,384,,,,0.28311552,4,,,,,,,,1,6.37,
eb-t0001-20240816-00011,,beamformer,power,,,,,2024-08-16 05:56:28.047,178.36277747154,,,11.398,,384,,,,0.28311552,631,,,,,,,,1,6.37,
eb-t0001-20240816-00016,,correlator,sweep,,,,,2024-08-16 06:37:46.000,651.16597270965,,,12.088,64,328,50.0,256.25,,1.98180864,1,,,,,,,,328,350.73,
eb-t0001-20240816-00023,,correlator,sweep,,,,,2024-08-16 07:49:34.000,764.69529604912,,,13.288,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240819-00002,,correlator,sweep,,,,,2024-08-19 05:08:41.003,1524.01084423065,,,10.797,64,385,50.0,300.78125,,1.98180864,2,,,,,,,,385,816.97,
eb-t0001-20240819-00004,,antenna-bandpass, ,,,,,2024-08-19 07:18:54.576,,,,12.973,,,,,,,,,,,,,,,16,1075.3,
eb-t0001-20240819-00007,,correlator,sweep,,,,,2024-08-19 08:03:35.000,764.69529604912,,,13.72,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240819-00008,,antenna-bandpass, ,,,,,2024-08-19 08:07:28.297,,,,13.785,,,,,,,,,,,,,,,16,537.32,
eb-t0001-20240819-00009,,antenna-bandpass, ,,,,,2024-08-19 08:27:43.596,,,,14.123,,,,,,,,,,,,,,,16,1074.84,
eb-t0001-20240820-00001,,beamformer,power,,,,,2024-08-20 01:29:21.019,32.8414003849,,,7.197,,384,,,,0.28311552,117,,,,,,,,1,6.37,
eb-t0001-20240820-00002,,beamformer,power,,,,,2024-08-20 01:38:49.411,36.23878669739,,,7.355,,384,,,,0.28311552,129,,,,,,,,1,6.37,
eb-t0001-20240820-00003,,correlator,sweep,,,,,2024-08-20 02:59:34.000,764.69529604912,,,8.704,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240820-00004,,correlator,sweep,,,,,2024-08-20 03:12:14.000,764.69529604912,,,8.916,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240820-00005,,antenna-bandpass, ,,,,,2024-08-20 03:33:11.594,,,,9.266,,,,,,,,,,,,,,,16,537.78,
eb-t0001-20240820-00006,,correlator,sweep,,,,,2024-08-20 03:34:17.000,764.69529604911,,,9.285,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240820-00007,,antenna-bandpass, ,,,,,2024-08-20 04:35:17.633,,,,10.304,,,,,,,,,,,,,,,16,537.25,
eb-t0001-20240820-00008,,antenna-bandpass, ,,,,,2024-08-20 04:53:19.291,,,,10.606,,,,,,,,,,,,,,,16,537.32,
eb-t0001-20240820-00009,,antenna-bandpass, ,,,,,2024-08-20 05:20:48.699,,,,11.065,,,,,,,,,,,,,,,16,537.25,
eb-t0001-20240820-00010,,correlator,sweep,,,,,2024-08-20 05:42:38.000,764.69529604911,,,11.43,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240820-00011,,antenna-bandpass, ,,,,,2024-08-20 06:54:18.705,,,,12.628,,,,,,,,,,,,,,,16,1075.3,
eb-t0001-20240820-00012,,beamformer,power,,,,,2024-08-20 07:57:15.320,597.93997836113,,,13.68,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240820-00016,,antenna-bandpass, ,,,,,2024-08-20 08:48:10.592,,,,14.531,,,,,,,,,,,,,,,16,537.78,
eb-t0001-20240820-00017,,beamformer,power,,,,,2024-08-20 08:52:25.222,597.93997812271,,,14.601,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240820-00018,,beamformer,power,,,,,2024-08-20 09:06:18.013,597.93997836113,,,14.833,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240820-00019,,antenna-bandpass, ,,,,,2024-08-20 09:37:30.180,,,,15.355,,,,,,,,,,,,,,,16,1074.84,
eb-t0001-20240820-00020,,correlator,sweep,,,,,2024-08-20 11:27:04.000,764.69529604912,,,17.186,64,384,50.0,300.0,,1.98180864,1,,,,,,,,384,410.62,
eb-t0001-20240820-00021,,correlator,sweep,,,,,2024-08-20 13:02:27.000,764.69529604912,,,18.78,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240820-00022,,correlator,sweep,,,,,2024-08-20 13:23:05.000,764.69529604911,,,19.125,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240820-00023,,antenna-bandpass, ,,,,,2024-08-20 13:40:44.176,,,,19.42,,,,,,,,,,,,,,,16,537.25,
eb-t0001-20240820-00024,,antenna-bandpass, ,,,,,2024-08-20 13:44:31.977,,,,19.483,,,,,,,,,,,,,,,16,1074.84,
eb-t0001-20240821-00001,,beamformer,power,,,,,2024-08-21 01:29:52.472,597.93997836113,,,7.271,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240821-00002,,beamformer,power,,,,,2024-08-21 02:36:09.168,597.93997836113,,,8.379,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240821-00003,,beamformer,power,,,,,2024-08-21 02:54:09.450,597.93997812271,,,8.68,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240821-00004,,correlator,sweep,,,,,2024-08-21 03:27:48.000,764.69529604911,,,9.242,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240821-00006,,beamformer,power,,,,,2024-08-21 04:06:47.244,40.2024037838,,,9.894,,384,,,,0.28311552,143,,,,,,,,1,6.37,
eb-t0001-20240821-00007,,beamformer,power,,,,,2024-08-21 04:08:39.714,598.50620913506,,,9.925,,384,,,,0.28311552,2115,,,,,,,,1,19.05,
eb-t0001-20240821-00008,,beamformer,power,,,,,2024-08-21 05:01:56.789,78.42299890518,,,10.815,,384,,,,0.28311552,278,,,,,,,,1,6.37,
eb-t0001-20240821-00009,,beamformer,power,,,,,2024-08-21 05:04:17.144,451.003023386,,,10.855,,384,,,,0.28311552,1594,,,,,,,,1,12.71,
eb-t0001-20240821-00010,,beamformer,power,,,,,2024-08-21 05:12:41.779,123.43836665154,,,10.995,,384,,,,0.28311552,437,,,,,,,,1,6.37,
eb-t0001-20240821-00011,,beamformer,power,,,,,2024-08-21 05:15:37.364,421.2758936882,,,11.044,,384,,,,0.28311552,1489,,,,,,,,1,12.71,
eb-t0001-20240821-00012,,beamformer,power,,,,,2024-08-21 05:34:18.101,129.1006770134,,,11.356,,384,,,,0.28311552,457,,,,,,,,1,6.37,
eb-t0001-20240821-00013,,beamformer,power,,,,,2024-08-21 05:37:17.816,280.85059595108,,,11.406,,384,,,,0.28311552,993,,,,,,,,1,6.37,
eb-t0001-20240821-00014,,beamformer,power,,,,,2024-08-21 05:42:48.902,290.47652339935,,,11.498,,384,,,,0.28311552,1027,,,,,,,,1,12.71,
eb-t0001-20240821-00015,,beamformer,power,,,,,2024-08-21 05:48:50.108,598.50620937347,,,11.599,,384,,,,0.28311552,2115,,,,,,,,1,19.05,
eb-t0001-20240821-00016,,beamformer,power,,,,,2024-08-21 06:02:33.129,318.7880756855,,,11.828,,384,,,,0.28311552,1127,,,,,,,,1,12.71,
eb-t0001-20240821-00017,,beamformer,power,,,,,2024-08-21 06:08:45.601,193.08478474617,,,11.932,,384,,,,0.28311552,683,,,,,,,,1,6.37,
eb-t0001-20240821-00018,,beamformer,power,,,,,2024-08-21 06:13:44.531,420.42654728889,,,12.015,,384,,,,0.28311552,1486,,,,,,,,1,12.71,
eb-t0001-20240821-00019,,beamformer,power,,,,,2024-08-21 06:42:03.253,122.02278900146,,,12.488,,384,,,,0.28311552,432,,,,,,,,1,6.37,
eb-t0001-20240821-00020,,beamformer,power,,,,,2024-08-21 06:52:46.562,46.71406078339,,,12.668,,384,,,,0.28311552,166,,,,,,,,1,6.37,
eb-t0001-20240821-00021,,beamformer,power,,,,,2024-08-21 06:55:43.943,598.50620937347,,,12.717,,384,,,,0.28311552,2115,,,,,,,,1,19.05,
eb-t0001-20240821-00022,,beamformer,power,,,,,2024-08-21 07:14:53.085,1798.34978318214,,,13.037,,384,,,,0.28311552,6353,,,,,,,,1,44.4,
eb-t0001-20240821-00023,,beamformer,power,,,,,2024-08-21 07:48:01.885,598.50620937347,,,13.591,,384,,,,0.28311552,2115,,,,,,,,1,19.05,
eb-t0001-20240821-00024,,beamformer,power,,,,,2024-08-21 08:59:39.647,389.00072431564,,,14.788,,384,,,,0.28311552,1375,,,,,,,,1,12.71,
eb-t0001-20240822-00004,,correlator,sweep,,,,,2024-08-22 01:53:41.000,764.69529604911,,,7.735,64,385,50.0,300.78125,,1.98180864,1,,,,,,,,385,411.69,
eb-t0001-20240822-00009,,beamformer,power,,,,,2024-08-22 02:51:06.822,597.93997836113,,,8.695,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240822-00010,,beamformer,power,,,,,2024-08-22 03:03:44.473,393.24745726585,,,8.906,,384,,,,0.28311552,1390,,,,,,,,1,12.71,
eb-t0001-20240822-00011,,beamformer,power,,,,,2024-08-22 03:11:28.738,598.50620937347,,,9.035,,384,,,,0.28311552,2115,,,,,,,,1,19.05,
eb-t0001-20240822-00012,,beamformer,power,,,,,2024-08-22 03:47:49.736,172.13423633575,,,9.642,,384,,,,0.28311552,609,,,,,,,,1,6.37,
eb-t0001-20240822-00014,,beamformer,power,,,,,2024-08-22 04:04:30.392,1929.52737784386,,,9.921,,384,,,,0.28311552,12650,,,,,,,,2,50.77,
eb-t0001-20240822-00015,,beamformer,power,,,,,2024-08-22 04:46:46.924,1257.5991396904,,,10.628,,384,,,,0.28311552,4443,,,,,,,,1,31.72,
eb-t0001-20240822-00016,,beamformer,power,,,,,2024-08-22 05:07:48.509,108.1501288414,,,10.979,,384,,,,0.28311552,383,,,,,,,,1,6.37,
eb-t0001-20240822-00017,,beamformer,power,,,,,2024-08-22 06:52:51.399,75.02561283112,,,12.735,,384,,,,0.28311552,266,,,,,,,,1,6.37,
eb-t0001-20240822-00018,,beamformer,power,,,,,2024-08-22 06:58:02.656,414.19800567627,,,12.821,,384,,,,0.28311552,1464,,,,,,,,1,12.71,
eb-t0001-20240822-00020,,beamformer,power,,,,,2024-08-22 07:06:32.500,1740.59421682358,,,12.963,,384,,,,0.28311552,6149,,,,,,,,1,44.4,
eb-t0001-20240822-00021,,beamformer,power,,,,,2024-08-22 07:43:31.856,978.44723701477,,,13.582,,384,,,,0.28311552,3457,,,,,,,,1,25.38,
eb-t0001-20240822-00025,,beamformer,power,,,,,1970-01-01 00:00:00.000,0.0,,,14.464,,384,,,,0.28311552,177,,,,,,,,1,6.37,
eb-t0001-20240822-00029,,beamformer,power,,,,,1970-01-01 00:00:00.000,0.0,,,14.464,,384,,,,0.28311552,165,,,,,,,,1,6.37,
eb-t0001-20240822-00031,,beamformer,power,,,,,1970-01-01 00:00:00.000,0.0,,,14.464,,384,,,,0.28311552,2113,,,,,,,,1,19.05,
eb-t0001-20240822-00034,,beamformer,power,,,,,1970-01-01 00:00:00.000,0.0,,,14.464,,384,,,,0.28311552,379,,,,,,,,1,6.37,
eb-t0001-20240822-00035,,beamformer,power,,,,,1970-01-01 00:00:00.000,0.0,,,14.464,,384,,,,0.28311552,128,,,,,,,,1,6.37,
eb-t0001-20240822-00046,,beamformer,power,,,,,1970-01-01 00:00:00.000,0.0,,,14.464,,384,,,,0.28311552,199,,,,,,,,1,6.37,
eb-t0001-20240822-00048,,beamformer,power,,,,,2024-08-22 18:12:59.220,14.15577578545,,,0.101,,384,,,,0.28311552,51,,,,,,,,1,6.37,
eb-t0001-20240822-00049,,beamformer,power,,,,,2024-08-22 18:19:42.755,26.6128590107,,,0.214,,384,,,,0.28311552,95,,,,,,,,1,6.37,
eb-t0001-20240823-00008,,beamformer,power,,,,,1970-01-01 00:00:00.000,0.0,,,14.464,,384,,,,0.28311552,1620,,,,,,,,1,12.71,
eb-t0001-20240823-00009,,beamformer,power,,,,,2024-08-23 04:10:07.210,58.32179713249,,,10.081,,384,,,,0.28311552,207,,,,,,,,1,6.37,
eb-t0001-20240823-00010,,beamformer,power,,,,,2024-08-23 04:15:06.357,434.86543869972,,,10.164,,384,,,,0.28311552,1537,,,,,,,,1,12.71,
eb-t0001-20240823-00012,,beamformer,power,,,,,2024-08-23 04:33:20.063,28.31155204773,,,10.469,,96,,,,0.28311552,101,,,,,,,,1,1.62,
eb-t0001-20240823-00014,,beamformer,power,,,,,2024-08-23 04:44:28.877,506.49366545677,,,10.655,,384,,,,0.28311552,1790,,,,,,,,1,12.71,
eb-t0001-20240823-00015,,beamformer,power,,,,,2024-08-23 04:47:03.759,28.31155204773,,,10.698,,96,,,,0.28311552,101,,,,,,,,1,1.62,
eb-t0001-20240823-00016,,beamformer,power,,,,,2024-08-23 04:55:02.910,556.03888130188,,,10.832,,384,,,,0.28311552,1965,,,,,,,,1,12.71,
eb-t0001-20240823-00017,,beamformer,power,,,,,2024-08-23 05:04:23.048,345.96716547012,,,10.988,,384,,,,0.28311552,1223,,,,,,,,1,12.71,
eb-t0001-20240823-00018,,beamformer,power,,,,,2024-08-23 05:11:16.343,279.71813368797,,,11.103,,384,,,,0.28311552,989,,,,,,,,1,6.37,
eb-t0001-20240823-00019,,beamformer,power,,,,,2024-08-23 05:16:57.004,105.60208892822,,,11.198,,384,,,,0.28311552,374,,,,,,,,1,6.37,
eb-t0001-20240823-00020,,beamformer,power,,,,,2024-08-23 05:19:59.019,64.26722288132,,,11.248,,384,,,,0.28311552,228,,,,,,,,1,6.37,
eb-t0001-20240823-00021,,beamformer,power,,,,,2024-08-23 05:21:57.516,82.10350084305,,,11.281,,384,,,,0.28311552,291,,,,,,,,1,6.37,
eb-t0001-20240823-00023,,beamformer,power,,,,,2024-08-23 06:29:07.813,28.31155204773,,,12.404,,96,,,,0.28311552,101,,,,,,,,1,1.62,
eb-t0001-20240823-00024,,beamformer,power,,,,,2024-08-23 06:31:38.238,374.47335934639,,,12.446,,384,,,,0.28311552,1296,,,,,,,,2,12.73,
eb-t0001-20240823-00027,,beamformer,power,,,,,2024-08-23 07:13:12.535,1198.4279961586,,,13.141,,384,,,,0.28311552,4234,,,,,,,,1,31.72,
eb-t0001-20240827-00011,,channel-voltages,sweep,,,,,2024-08-27 02:04:23.003,,,,8.242,,,,,,,,,,,,,,,16,537.25,
eb-t0001-20240827-00012,,beamformer,power,,,,,2024-08-27 02:08:48.047,28.31155204773,,,8.316,,96,,,,0.28311552,101,,,,,,,,1,1.62,
eb-t0001-20240827-00013,,beamformer,power,,,,,2024-08-27 02:08:57.067,1494.8499455452,,,8.319,,384,,,,0.28311552,5281,,,,,,,,1,38.06,
eb-t0001-20240827-00014,,beamformer,power,,,,,2024-08-27 02:47:01.117,1797.7835521698,,,8.955,,384,,,,0.28311552,6351,,,,,,,,1,44.4,
eb-t0001-20240827-00015,,beamformer,power,,,,,2024-08-27 03:24:04.463,2398.55468535423,,,9.574,,384,,,,0.28311552,8473,,,,,,,,1,57.08,
eb-t0001-20240827-00016,,beamformer,power,,,,,2024-08-27 04:59:18.457,2397.70533895493,,,11.166,,384,,,,0.28311552,8470,,,,,,,,1,57.08,
eb-t0001-20240827-00017,,beamformer,power,,,,,2024-08-27 05:56:47.873,3597.5489127636,,,12.126,,384,,,,0.28311552,12708,,,,,,,,1,82.45,
eb-t0001-20240827-00018,,beamformer,power,,,,,2024-08-27 10:03:54.424,53906.61058545113,,,16.256,,384,,,,0.28311552,190406,,,,,,,,1,1179.21,
eb-t0001-20240902-00007,,adc-samples,synchronous,,,,,2024-09-02 03:43:31.320,5.12e-06,,,10.293,,,,,,1.25e-09,4096,,,,,,,,16,21.25,
eb-t0001-20240902-00009,,beamformer,power,,,,,2024-09-02 03:52:48.840,1157.65936136246,,,10.449,,384,,,,0.28311552,4090,,,,,,,,1,25.38,
eb-t0001-20240902-00010,,beamformer,power,,,,,2024-09-02 04:21:34.570,40.48551940918,,,10.929,,384,,,,0.28311552,144,,,,,,,,1,6.37,
